PRDCT_NM,PRIMARY_FNCLTY,SKLL_IX_IRDNT_RAWMTRL,IFTKN_ATNT_MATR_CN,INTK_UNIT,DAY_INTK_LOWLIMIT,DAY_INTK_HIGHLIMIT
아라비아검(아카시아검),배변활동 원활에 도움을 줄 수 있음,아라비아검(아카시아검)식이섬유,반드시 충분한 물과 함께 섭취할 것 (액상제외),g,19.99,20.01
