gut_health,bowel_movement,digestion,dietary_fiber,acacia_arabic_gum,psyllium,inulin,fodmap_oligo,probiotics,prebiotics,blood_glucose,cholesterol,DAY_INTK_LOWLIMIT,DAY_INTK_HIGHLIMIT
0,1,0,1,1,0,0,0,0,0,0,0,19.99,20.01
